id,review,sentiScore_pos,sentiScore_neg,rating,past,sentiScore,title,dataSource,length_words,stopwords_removal,stemmed
3168,I was shocked to find the app includes overhead clearances and one can filter that down to what they are worried about.  Looks to be very thorough.  I have not yet tried it on the road but I am amazed at what I can find by sitting her in my house.  I am a little concerned about how much functionality I will find in remote locations with no cell service.  Time will tell.  I may have to update my rating when that situation arises which will be in 4 weeks.  Happy camping everyone!,3,-4,5,6,-4,Wow!,AppStore_Random,100,was shocked to find app includes overhead clearances one can filter that to what worried about looks to be very thorough have not yet tried road but amazed at what can find by sitting house little concerned about how much functionality will find remote locations with no cell service time will tell may have to update rating when that situation arises which will be 4 weeks happy camping everyone!,i was shock to find the ap includ overhead clear and on can filt that down to what they ar worry about look to be very thorough i hav not yet tri it on the road but i am amaz at what i can find by sit her in my house i am a littl concern about how much funct i wil find in remot loc with no cel service tim wil tell i may hav to upd my rat when that situ ar which wil be in 4 weeks happy camp everyone!
3169,This application has been a lifesaver! It actually remotely sinks with both my IPhone and IPad . I love it!,3,-1,4,2,3,Great Application,AppStore_Random,22,this application has been lifesaver! actually remotely sinks with both iphone ipad  love it!,thi apply has been a lifesaver! it act remot sink with both my iphon and ipad  i lov it!
3170,I love it now i can make people look fat and it is so easy,3,-1,5,0,3,It is The Best,AppStore_Random,15,love now can make people look fat so easy,i lov it now i can mak peopl look fat and it is so easy
3171,"Intuitive, limitless possibilities. Brings your artistic side out.",1,-1,5,0,-1,Hhall53,AppStore_Random,11,"intuitive, limitless possibilities brings artistic side out","intuitive, limitless possibilities bring yo art sid out"
3172,"I love checking in to see the weather forecasts! And it's such a beautiful perspective of our planet!!! It takes me outside of my usual ""local"" mentality.",3,-1,5,0,3,great app!,AppStore_Random,35,love checking to see weather forecasts! its such beautiful perspective of planet!!! takes outside of usual local mentality,i lov check in to see the wea forecasts! and its such a beauty perspect of our planet!!! it tak me outsid of my us local mentality
3173,Its really fun and any age can play it and enjoy it! Will get you busy for a long time!,3,-1,5,0,3,Super fun for all ages!,AppStore_Random,22,really fun any age can play enjoy it! will get busy for long time!,it real fun and any ag can play it and enjoy it! wil get you busy for a long time!
3174,Great app! Amazing features! Perfect for movie collectors. I love it!,3,-1,5,0,3,Love it!,AppStore_Random,15,great app! amazing features! perfect for movie collectors love it!,gre app! amaz features! perfect for movy collectors i lov it!
3175,And the fact people are freaking about how real it is is why i give it a 5. It bases its replies off human replies so its very realistic but varies so much.,1,-2,5,0,-2,Its an AI people...,AppStore_Random,34,fact people freaking about how real why give 5 bases replies off human replies so very realistic but varies so much,and the fact peopl ar freak about how real it is is why i giv it a 5 it bas it reply off hum reply so it very real but vary so much
3176,I'm so impressed with this App! I tell everyone how it benefit & teaches everyday.,2,-1,5,1,2,Cynthia's Soul,AppStore_Random,18,im so impressed with this app! tell everyone how benefit & teaches everyday,im so impress with thi app! i tel everyon how it benefit & teach everyday
3177,Love this app because it helps me keep my finances in order. Easy to use!,3,-1,5,0,3,Great app!,AppStore_Random,17,love this app because helps keep finances order easy to use!,lov thi ap beca it help me keep my fin in order easy to use!
3178,"I have already submitted a review when I first downloaded stating That this App is the best. Well, yesterday it proved itself. I have a health condition and yesterday I had to go to the hospital. I just emailed myself my list, printed it and was able to give it to doctor. Even the Nurses and Doctors were impressed. ",2,-1,5,9,2,Best App Ever!,AppStore_Random,100,"have already submitted review when first downloaded stating that this app best well, yesterday proved itself have health condition yesterday had to go to hospital just emailed list, printed was able to give to doctor even nurses doctors were impressed there one thing, however, that think would make this app even better add comment area so can write comments regarding or medications or whatever","i hav already submit a review when i first download stat that thi ap is the best well, yesterday it prov itself i hav a heal condit and yesterday i had to go to the hospital i just email myself my list, print it and was abl to giv it to doctor ev the nur and doct wer impressed ther is on thing, however, that i think would mak thi ap ev better ad a com ar so you can writ com regard yourself or the med or whatever"
,,,,,,,,,,,
,"There is one thing, however, that I think would make this App even better. Add a COMMENT Area so you can write comments regarding yourself or the medications or whatever.",,,,,,,,,,
3179,"Graphics are very nice. The game play is amazing, a lot of quick thinking. Plus you get to upgrade constantly. The one thing that bugs me is how short the game is and the way it repeats itself. That being said, I won't get tired of playing for a while.",3,-1,5,2,3,Infinity blade,AppStore_Random,58,"graphics very nice game play amazing, lot of quick thinking plus get to upgrade constantly one thing that bugs how short game way repeats itself that being said, wont get tired of playing for while","graph ar very nice the gam play is amazing, a lot of quick thinking plu you get to upgrad constantly the on thing that bug me is how short the gam is and the way it rep itself that being said, i wont get tir of play for a while"
3180,Awesome graphics,3,-1,5,0,3,Sword of valor,AppStore_Random,2,awesome graphics,awesom graph
3181,Told me I was 31 when in 13 very sad app lowers self asteem lol don't get this app it is misleading and very inaccurate do not waste ur time,2,-5,2,2,-5,Very innacurate,AppStore_Random,31,told was 31 when 13 very sad app lowers self asteem lol dont get this app misleading very inaccurate do not waste ur time,told me i was 31 when in 13 very sad ap low self asteem lol dont get thi ap it is mislead and very inacc do not wast ur tim
